,Restaurant_Name,Inspection_Score,vp_total
25943,SEANEEN MART,92,8.0
25944,OAK CLIFF SOCIAL CLUB,88,12.0
25945,AQUA COCKTAIL 2ND FLOOR,98,2.0
25946,THE KESSLER (KITCHEN),94,6.0
25947,HALAL GUYS,97,3.0
25948,JIMMY JOHNS GOURMET SANDWICH,83,17.0
25949,ALEX ICE CREAM,94,6.0
25950,24 EVER,87,13.0
25951,T BONE PICKENS,90,10.0
25952,MY EXECUTIVE SNACK SHOP,83,17.0
25953,SALVATION ARMY #1122,96,4.0
25954,FIESTA MART #74 BAKERY,95,5.0
25955,PRODUCTION KITCHEN,96,4.0
25956,EXECU STORE,97,3.0
25957,FLAMING BURGER,84,16.0
25958,SWIFT-T #8,94,6.0
25959,TOM THUMB /STARBUCKS,97,3.0
25960,SOONJA'S BAKERY,97,3.0
25961,TACHITO'S MEXICAN,89,11.0
25962,PALETERIA Y NEVERIA COCO BONGO,85,15.0
25963,TACOS Y MAS,93,7.0
25964,PEI WEI ASIAN DINER,81,19.0
25965,MESERO MEXICAN MENU,85,15.0
25966,EL RIO GRANDE #1 / MEAT & SEAFOOD,95,5.0
25967,TACO CASA,96,4.0
25968,JJ'S CAFE BREAKFAST & LUNCH,91,9.0
25969,LOVER'S PIZZA & PASTA,98,2.0
25970,MUDHEN FARMERS MARKET,91,9.0
25971,WOO SHIN MEAT STORE,94,6.0
25972,LIFE CAFE,92,8.0
25973,TIENDA HISPANO,90,10.0
25974,CASSANDRA'S FINE CATERING,96,4.0
25975,NOLA BRASSERIE,93,7.0
25976,ADELFA BOTELLO CALLEJO,95,5.0
25977,C & P GROCERY,92,8.0
25978,MARISCOS 2000-BACK AREA,99,1.0
25979,A SANDWICH SHOP,87,13.0
25980,WAFFLE HOUSE,90,10.0
25981,S & M FOOD MART,81,19.0
25982,MASKARAS MEXICAN GRILL,89,11.0
25983,SAVE A LOT #752 (GROCERY STORE),98,2.0
25984,BENNY'S BAGELS,95,5.0
25985,HILLCREST MARKET,91,9.0
25986,COTTON BOWL STAND #5,100,0.0
25987,AQUA COCKTAIL 1ST FLOOR,96,4.0
25988,RUBENS SHRIMP COCKTAIL,83,17.0
25989,TAQUERIA LA UNION,82,18.0
25990,EL PAISA COCINA,93,7.0
25991,THE PORCH,90,10.0
25992,MESQUITE ISD FOOD SERVICES,96,4.0
25993,BLUE BAMBOO,80,20.0
25994,CHEVRON FOOD MART,99,1.0
25995,MONSTER YOGURT,93,7.0
25996,"SOUTHSIDE MARKET AND DELI, LLC",81,19.0
25997,ST ELIZABETH OF HUNGARY SCHOOL,91,9.0
25998,HOME 2 SUITES,92,8.0
25999,BAKERY/DELI,94,6.0
26000,SEAFOOD SHACK,91,9.0
26001,HARRY STONE ELEMENTARY,94,6.0
26002,CRISTINA RESTAURANT,72,28.0
26003,MI CORAZON LATINO,96,4.0
26004,CRAFT-COOK HALL BAR,94,6.0
26005,HAN BAT SHULLUNG TANG,80,20.0
26006,EL NORTENO,95,5.0
26007,DALLAS LIFE FOUNDATION,88,12.0
26008,STULTS RD ELEMENTARY,97,3.0
26009,BENT TREE CC MAIN,91,9.0
26010,DUNSTON'S STEAKHOUSE,92,8.0
26011,KORYO KALBI KOREAN BBQ,68,32.0
26012,TACO CABANA #191,94,6.0
26013,CATFISH FLOYD'S,70,30.0
26014,CAFE TACUBA RESTAURANT,86,14.0
26015,SUBWAY,96,4.0
26016,TOM THUMB #3650 DELI,95,5.0
26017,CESAR'S TACOS,89,11.0
26018,WING SHOP #2,86,14.0
26019,DALLAS ENVIRONMENTAL SCIENCE ACADEMY,97,3.0
26020,COME TACO,84,16.0
26021,REVOLVER TACO,92,8.0
26022,STARLIGHT LOUNGE,90,10.0
26023,BEST THAI SIGNATURE,91,9.0
26024,INDIGO HOTEL/ BASEMENT,91,9.0
26025,PANADERIA LA UNION/RESTAURANT,92,8.0
26026,DOMINO'S PIZZA #6971,96,4.0
26027,SUSHI/KITCHEN,100,0.0
26028,SALLIO BISTRO,91,9.0
26029,CVS PHARMACY #6963,88,12.0
26030,LONGHORN BALLROOM,95,5.0
26031,JERRY'S MARKET DELI,89,11.0
26032,GINGER THAI RESTAURANT,88,12.0
26033,RESTAURANT EY TIENDA ELMANA #2 PANADERIA,81,19.0
26034,SAVE A LOT (PRODUCE),95,5.0
26035,HIGHLAND MART,98,2.0
26036,1600 CAFE,82,18.0
26037,ACCENT FOOD SERVICES- TIER REIT,97,3.0
26038,HARMONY SCIENCE ACADEMY,90,10.0
26039,CPF SENIOR LIVING (TRATTORA),87,13.0
26040,ICE HOUSE BEVERAGES #2,97,3.0
26041,TERRACE #5038 FAST BREAK 324,99,1.0
26042,BAYLOR UNIVERSITY MED CTR CAFE,95,5.0
26043,WEST DAVIS FOOD MART,96,4.0
26044,INWOOD DONUT,90,10.0
26045,THE BEST HOT DOG IN TOWN,95,5.0
26046,DICKEY'S BARBEQUE,88,12.0
26047,TOM THUMB,99,1.0
26048,BOTTLED BLONDE DALLAS,93,7.0
26049,TEXAS LANGUAGE CHARTER S,99,1.0
26050,DOUGH BRO'S ITALIAN KITCHEN,87,13.0
26051,JOE'S PIZZA PASTA & SUBS,92,8.0
26052,LAS HAMACAS,91,9.0
26053,REVOLVER TACO,88,12.0
26054,RAINBOW ICE CREAM SHOP,94,6.0
26055,7-11 #25080,99,1.0
26056,EL RANCHO #19 MEAT & SEAFOOD,88,12.0
26057,WAL-MART #5931 DELI,94,6.0
26058,MESO MAYA RESTAURANT,75,25.0
26059,RIVERA RESTAURANT,91,9.0
26060,BURGER BUENO,87,13.0
26061,CADOT,97,3.0
26062,MAIL BOX MEXICAN GROCERY,95,5.0
26063,MCDONALD'S,86,14.0
26064,LA ACADEMIA DE ESTRELLAS CAFETERIA,90,10.0
26065,EUREKA DALLAS,92,8.0
26066,OK BEER & WINE,96,4.0
26067,CAFE PYALA RESTAURANT & CATERING,89,11.0
26068,LILLY'S CAFE,89,11.0
26069,SPIRAL DINER & BAKERY,93,7.0
26070,NEVERIA LA MEXICANA,81,19.0
26071,DALLAS ATHLETIC CC MAIN BAR,90,10.0
26072,SUBWAY,95,5.0
26073,EL POLLO FRIED CHICKEN,86,14.0
26074,7-ELEVEN #35648,91,9.0
26075,WOLFGANG PUCK LEVEL 18 YAKATORI & SUSHI BAR,100,0.0
26076,URBAN COFFEE,94,6.0
26077,UNITED CATERERS,95,5.0
26078,DALLAS GRILLED CHEESE CO,88,12.0
26079,WENDY'S #1894,99,1.0
26080,RUTH'S CHRIS STEAK HOUSE RESTAURANT,93,7.0
26081,PLEASANT GROVE DONUTS,90,10.0
26082,SMZ FOOD MART,91,9.0
26083,MARIE GABRIELLES,72,28.0
26084,MAME INJERA,91,9.0
26085,HILTON DALLAS LINCOLN CENTRE - CROCKETTS RESTAURANT,100,0.0
26086,RISD ACADEMY,98,2.0
26087,URBAN BREW,95,5.0
26088,AMERICAN LEGION POST #453,83,17.0
26089,RESIDENCE INN/DALLAS MKT CENTER,95,5.0
26090,FAMILY DOLLAR #1309,96,4.0
26091,PALETERIA LA ESTRELLA,94,6.0
26092,EL KALENTANO,99,1.0
26093,ZION LUTHERAN SCHOOL,89,11.0
26094,JASON'S DELI,93,7.0
26095,MAGNOLIA HOTEL DALLAS PARK CITIES (PARK CITIES GRILL),92,8.0
26096,WINGSTOP,93,7.0
26097,WILLIAMS FRIED CHICKEN,91,9.0
26098,WALMART #3014 - BAKERY,87,13.0
26099,WHIP IN GROCERY,97,3.0
26100,LAVENDOU,85,15.0
26101,BELLINI'S ITALIAN CAFE,83,17.0
26102,FRUTERIA CANO,93,7.0
26103,BUY LOW BEVERAGE,80,20.0
26104,CULTIVAR COFFEE,96,4.0
26105,LA HAWAIANA,98,2.0
26106,TARGET/STARBUCKS,98,2.0
26107,CITY CAFE & BAKERY,92,8.0
26108,MS DISCOUNT EXPRESS,81,19.0
26109,TERRACE #5009 GRILL ZONE 310,96,4.0
26110,SMOOTHIE FACTORY,94,6.0
26111,CHINA BOWL,84,16.0
26112,DBU - THE REPUBLIC (UNION),96,4.0
26113,MCDONALDS,96,4.0
26114,ADOLPHUS HOTEL - EMPLOYEE CAFE,94,6.0
26115,ACCENT FOOD SERVICES- 9TH FLOOR-TRINITY,99,1.0
26116,CHILDREN'S -TOWER 111B,90,10.0
26117,SUBROC,82,18.0
26118,JAKE'S HAMBURGERS,82,18.0
26119,SASA SUSHI,72,28.0
26120,WHITNEY YOUNG ELEMENTARY,98,2.0
26121,GILBERT CUELLAR SCHOOL,96,4.0
26122,EAT ZONE,81,19.0
26123,HOMEWOOD SUITES KITCHEN STORE,100,0.0
26124,TOM THUMB #3614 DELI,99,1.0
26125,EL RANCHO #8 / TORTILLERIA,97,3.0
26126,RAVENNA,92,8.0
26127,TACO CABANA,84,16.0
26128,EMILIOS RESTAURANT,87,13.0
26129,FOUNDERS SQUARE CAFETERIA,97,3.0
26130,BOLLA 8 CAFE,91,9.0
26131,JACK IN THE BOX #3704,96,4.0
26132,1-STOP SHOP,94,6.0
26133,LIBERTY JR HIGH SCHOOL,97,3.0
26134,FIESTA MART BAKERY,92,8.0
26135,JESUIT PREP SCHOOL,87,13.0
26136,HENDERSON CHICKEN,82,18.0
26137,COCO LOCO,86,14.0
26138,CLARA OLIVER ELEMENTARY,89,11.0
26139,BAYLOR UNIVERSITY MED CTR DISHROOM,95,5.0
26140,WHATABURGER #559,97,3.0
26141,LOOK CINEMAS - UPSTAIRS BAR,100,0.0
26142,WIT'S END CLUB,93,7.0
26143,CHILI'S GRILL & BAR #678,91,9.0
26144,EL RANCHO #8 / TORTILLERIA,97,3.0
26145,THE BRIDGE AT FAIR PARK ADULT DAY CENTER,92,8.0
26146,AU BON PAIN - JACKSON CAFE,81,19.0
26147,7-ELEVEN,94,6.0
26148,SAM'S CLUB 6373 PRODUCE,98,2.0
26149,HARRY HINES SHELL,91,9.0
26150,O-DONUT OF DALLAS,80,20.0
26151,FOODWORKS DALLAS KITCHEN #10,91,9.0
26152,DICKEY'S BARBEQUE PIT,80,20.0
26153,LISA'S DONUTS,92,8.0
26154,MALONE'S COST PLUS #7 (MEAT MARKET),88,12.0
26155,CHILI'S GRILL & BAR,88,12.0
26156,E-BAR TEX MEX RESTAURANT,80,20.0
26157,SODA'S CAFE,88,12.0
26158,PACIUGO GELATO & CAFFE,95,5.0
26159,JADE CHINESE BUFFET,85,15.0
26160,BISHOP ARTS WINERY,84,16.0
26161,THE PEOPLE'S LAST STAND,90,10.0
26162,JOHNNY'S CLUB VEGAS,88,12.0
26163,HOTEL ZAZA BANQUET KITCHEN,97,3.0
26164,EL SABOR DE MI TIERRA,93,7.0
26165,CRU FOOD & WINE BAR,91,9.0
26166,PIZZA GETTI,87,13.0
26167,AMAZING OCCASION CAKES,92,8.0
26168,SUSHI/KITCHEN,87,13.0
26169,EASY SHOP,80,20.0
26170,LAS HUASTECAS,82,18.0
26171,PARRISH EPISCOPAL-MAIN,91,9.0
26172,313 SHOP,83,17.0
26173,EUROMART,88,12.0
26174,RM 12:20 BISTRO,84,16.0
26175,STARBUCKS COFFEE #6239,93,7.0
26176,LAS HUASTECAS #2,83,17.0
26177,QUIKTRIP 3904,90,10.0
26178,ONE MAIN PLACE FLOOR 32 PANTRY,99,1.0
26179,7-ELEVEN,84,16.0
26180,SUSHI STAR,85,15.0
26181,FAMILY DOLLAR STORE #25174,91,9.0
26182,BOLSA EXIGO,77,23.0
26183,TOM THUMB #3608 GROCERY,99,1.0
26184,HATTIE'S RESTAURANT,93,7.0
26185,O'RILEY'S PUB,90,10.0
26186,1ST CHOICE FOOD MART,89,11.0
26187,WILD ABOUT HARRY'S,93,7.0
26188,CAFE STRADA,99,1.0
26189,PIZZA HUT / WINGSTREET,93,7.0
26190,MI COCINA,89,11.0
26191,SUBWAY #30503,99,1.0
26192,PAUL MARTINS AMERICAN GRILL,93,7.0
26193,HIGH & TIGHT,94,6.0
26194,D J BLACK JACK PIZZA,92,8.0
26195,LA NUEVA FRESH & HOT,81,19.0
26196,WINGSTOP,89,11.0
26197,TONY'S PIZZA & PASTA,85,15.0
26198,MCDONALDS #4777,84,16.0
26199,7-ELEVEN #34997,82,18.0
26200,HARDEMAN'S BBQ & CATERING,86,14.0
26201,TAQUERIA LA FAMOSITA,87,13.0
26202,GINGER THAI COUISINE,86,14.0
26203,TOP CAT,89,11.0
26204,WAL-MART NEIGHBORHOOD/DELI,97,3.0
26205,CASHSAVER MEAT,87,13.0
26206,BARBACOA AGAVE MEXICANA,89,11.0
26207,COWBOY LOUNGE,88,12.0
26208,COME TACO,84,16.0
26209,CBRE CAFETERIA,92,8.0
26210,IT'SUGAR,98,2.0
26211,NUTRITIONAL PRODUCTS OF TEXAS,99,1.0
26212,PERRY'S STEAKHOUSE BAR,97,3.0
26213,7-ELEVEN CONVENIENCE STORE #25250,85,15.0
26214,TAQUERIA ROSITA'S,78,22.0
26215,ACADEMY OF DALLAS,90,10.0
26216,SNAPPY SALADS,85,15.0
26217,BOLSA MERCADO,81,19.0
26218,TERRACE #5054 EISENBERG #301,99,1.0
26219,SONIC DRIVE IN,80,20.0
26220,LA MICHOACAUA MEAT MKT/GROCERY,96,4.0
26221,STARBUCKS COFFEE,98,2.0
26222,GO LOCO BURRITOS & TACO,85,15.0
26223,TATI'S FOOD STORE,93,7.0
26224,Y CARNICERIA GUANAJUATO,88,12.0
26225,LOVERS SEAFOOD AND MARKET - GROCERY,96,4.0
26226,CAFE NOSTRA PIZZA,90,10.0
26227,REVIVING LIVES BAPTIST CHURCH INC,91,9.0
26228,MARISCOS Y REPOSTERIA GUADALAJARA,92,8.0
26229,MIMIS PIZZERIA,80,20.0
26230,TOTAL WINE & MORE,98,2.0
26231,TIGER MART #81 / TACO CASINA,98,2.0
26232,C-STORE ROYAL DENNIS,97,3.0
26233,DEL NORTE BAKERY #4,85,15.0
26234,CAFE DONUTS,88,12.0
26235,CHIPOTLE MEXICAN GRILL,97,3.0
26236,MURRAY STREET COFFEE,98,2.0
26237,KROGER #689 BAKERY,92,8.0
26238,CHELLES MACARONS,97,3.0
26239,MURPHY'S DELI TRIWEST,90,10.0
26240,ONE MAIN PLACE LEVEL B1 KITCHEN,97,3.0
26241,SUBWAY SANDWICHES,92,8.0
26242,BRAKE & CLUTCH WAREHOUSE (KITCHEN),97,3.0
26243,DOUBLE TREE LOVE FIELD SPORTS PAGE GRILL,91,9.0
26244,JACK IN THE BOX #748,83,17.0
26245,HI MART CHICKEN (INSIDE HI MART FOOD AND BEV),89,11.0
26246,SNACKS & MORE,91,9.0
26247,STARBUCKS COFFEE #6316,98,2.0
26248,LA MADELEINE,83,17.0
26249,ALBERTSON'S #4289 GROCERY,98,2.0
26250,RAINBOW ICE CREAM SHOP #2,100,0.0
26251,WHOLE FOODS MARKET/BAKERY,96,4.0
26252,ED CAMPBELL CONCESSION- COTTON BOWL STAND #45-3N81,100,0.0
26253,50247 THE REPUBLIC BANQUET BAR,87,13.0
26254,YUMMI SUSHI,92,8.0
26255,EL POLLO REGIO,83,17.0
26256,SUBWAY SANDWICH SHOP #4,94,6.0
26257,ZIPPERS,93,7.0
26258,PALEGOOL ICE CREAM STORE,97,3.0
26259,CRISP SALAD COMPANY,88,12.0
26260,ROYAL DONUTS,97,3.0
26261,JJ'S CAFE BREAKFAST & LUNCH,88,12.0
26262,ZOE'S KITCHEN,88,12.0
26263,KROGER MEAT & SEAFOOD,95,5.0
26264,SONIC,86,14.0
26265,PLAZA #1026 PIZZA HUT 111,95,5.0
26266,THAI SPICE,91,9.0
26267,AFRICAN AMERICAN MUSEUM,97,3.0
26268,GYUNGBOK GOONG,87,13.0
26269,ST MONICA'S SCHOOL CAFE'A,96,4.0
26270,HILTON GARDEN INN KITCHEN,88,12.0
26271,CHEF'S GALLERY RESTAURANT,85,15.0
26272,THE TRADITION - KITCHEN & DINING,86,14.0
26273,NORDSTROM EXPRESSO BAR,95,5.0
26274,7-ELEVEN CONVENIENCE STORE #33494C,95,5.0
26275,SLAYTER'S 50/50,90,10.0
26276,DONA MARIA,86,14.0
26277,MARY BETHUNE ELM SCHOOL,93,7.0
26278,SUBWAY SANDWICHES,86,14.0
26279,OPUS CATERING - IN BACK ROOM,97,3.0
26280,AMERICAN FOOD VENDING @ TI SC BLDG (CALL 214-789-1656),92,8.0
26281,FAMILY DOLLAR #1560,98,2.0
26282,DANNY'S TACOS Y MAS,86,14.0
26283,MAGNOLIA HOTEL DALLAS PARK CITIES (THE LOBBY BAR),95,5.0
26284,WALMART #3014 - DELI,85,15.0
26285,OJEDA'S BAR,92,8.0
26286,TUTTA'S,94,6.0
26287,Z SOLUTIONS (TM46),90,10.0
26288,TIENDA SUPER SELECTOS (FASTFOOD/DELI),91,9.0
26289,KINDRED DALLAS HOSPITAL,96,4.0
26290,TRADER JOE'S,91,9.0
26291,MARKET DINER,93,7.0
26292,LA GOURMET PIZZA,94,6.0
26293,CADOT,97,3.0
26294,W A BLAIR ELEM SCHOOL,92,8.0
26295,LOVER'S PIZZA & PASTA,95,5.0
26296,HIGHLAND FOOD STORE,97,4.0
26297,BANGKOK CITY RESTAURANT,82,18.0
26298,FAMILY DOLLAR #1580,91,9.0
26299,SHELL ON 75,89,11.0
26300,RACETRAC PETROLEUM #485,97,3.0
26301,FISH BONE GRILL,85,15.0
26302,PANADERIA CELAYA 2,94,6.0
26303,OMAHA STEAKS,99,1.0
26304,EDDIE V'S PRIME SEAFOOD,92,8.0
26305,CUZCO CUISINE,85,15.0
26306,CHICKEN EXPRESS,90,10.0
26307,HOTEL CRESCENT COURT - MAIN KITCHEN,92,8.0
26308,BAWA SHELL,89,11.0
26309,STOP AND SAVE FOOD MART,80,20.0
26310,THE LOON BAR & GRILL,80,20.0
26311,EL TIBURON SEAFOOD,72,28.0
26312,KING SPA DELI,77,23.0
26313,LA AZTECA MEAT MARKET BAKERY,94,6.0
26314,LOCAL PRESS BREW,92,8.0
26315,FIESTA MART #214 (MEAT),95,5.0
26316,KOMART MARKET PLACE (FISH/MEAT),87,13.0
26317,COOKIE STATION,91,9.0
26318,KORYO KALBI KOREAN BBQ,75,25.0
26319,BAYLOR HEALTH CARE SYSTEM CAFETERIA,95,5.0
26320,BROOKRIVER CAFE,95,5.0
26321,SWEET BASIL,95,5.0
26322,MCDONALDS,94,6.0
26323,GO FISH POKE,82,18.0
26324,NORTHWOOD CLUB MAIN BAR,85,15.0
26325,TOM THUMB #3608 DELI,92,8.0
26326,CASHSAVER GROCERY,91,9.0
26327,TIN ROOM,89,11.0
26328,W-WHIP IN,92,8.0
26329,BLUE MESA GRILL,82,18.0
26330,WALGREENS #04013,94,6.0
26331,L O DONALD SCH,92,8.0
26332,M & M GIFT SHOP,100,0.0
26333,SUNDOWN AT GRANADA UPSTAIR BAR,86,14.0
26334,BANNER PLACE SANDWICH SHOP,84,16.0
26335,BENIHANA,90,10.0
26336,WALNUT GAS & MORE,96,4.0
26337,COLETTE,97,3.0
26338,TEXADELPHIA,93,7.0
26339,STANLEY'S CATFISH INN,68,32.0
26340,LAILI RESTAURANT,96,4.0
26341,LA SALSA VERDE TAQUERIA,89,11.0
26342,PRIME BAR & GRILL,89,11.0
26343,MARRIOTT EMPLOYEE CAFETERIA,98,2.0
26344,CONFERENCE CENTER,97,3.0
26345,SAN JOSE RESTAURANT,89,11.0
26346,ADELLE TURNER SCHOOL,93,7.0
26347,LADUNI LATIN CAFE,81,19.0
26348,DAILY STOP,90,10.0
26349,MOE'S SOUTHWEST GRILL,96,4.0
26350,M. TACUBAYA,96,4.0
26351,CHA CHA CHA,86,14.0
26352,RESTAURANT/TAVERN,90,10.0
26353,LA MICHOACANA (MEAT MARKET),93,7.0
26354,MAMA'S DAUGHTER'S DINER,75,25.0
26355,MAMA DONUTS II,88,12.0
26356,ARLINGTON HALL,96,4.0
26357,THE POTTER'S HOUSE YOUTH ADDITION,95,5.0
26358,THE BOILING CRAB,86,14.0
26359,SLEEP INN DALLAS,93,7.0
26360,FRUTERIA GUERRERO,97,3.0
26361,CITTI'S PIZZA,85,15.0
26362,ROYAL OAKS 19TH HOLE,93,7.0
26363,DAIRY QUEEN RESTAURANT,90,10.0
26364,MURPHY EXPRESS #8835,93,7.0
26365,EMMETT CONRAD HIGH SCHOOL,100,0.0
26366,AVENTURAS CONVENIENCE,86,14.0
26367,JOULE HOTEL- RESTAURANT,100,0.0
26368,TORTILLERIA MICHOACAN TAQUERIA Y POLLERIA,87,13.0
26369,PACIFIC PURE WATER #1 WATER,95,5.0
26370,LINCOLN DELI,94,6.0
26371,PRIME NOW LLC,100,0.0
26372,EL CENTRO FSI,96,4.0
26373,CRAFT & GROWLER,100,0.0
26374,TRADER JOE'S,97,3.0
26375,CASA LINDA BAKERY,82,18.0
26376,KOMART MARKET PLACE (GROCERY),94,6.0
26377,THE WOOLWORTH,96,4.0
26378,LAKE HIGHLANDS ELEMENTARY,97,3.0
26379,TAQUERIA Y CARNICERIA GUANAJUATO/MEAT MARKET,88,12.0
26380,GATEWAY #2,94,6.0
26381,ZEN SUSHI BAR,80,20.0
26382,CVS PHARMACY,100,0.0
26383,DEL FRISCO'S GRILLE 2ND FLR,100,0.0
26384,TOM THUMB #2642 BAKERY,97,3.0
26385,BETO & SON REAL MEXICAN FOOD,86,14.0
26386,CRYSTAL CREEK,85,15.0
26387,KROGER #518 GROCERY/PRODUCE,97,3.0
26388,FUZZY'S TACO SHOP,91,9.0
26389,ED CAMPBELL CONCESSION- COTTON BOWL STAND #21-1N13,100,0.0
26390,WING'S WORLD,80,20.0
26391,CRISPY CHICKEN & RICE,92,8.0
26392,SEVY'S GRILL,86,14.0
26393,CHURCH'S CHICKEN #1051,90,10.0
26394,EL RIO GRANDE SUPERMARKET PRODUCE,90,10.0
26395,LA AZTECA MEAT MARKET BAKERY,95,5.0
26396,BENTON LOUNGE,98,2.0
26397,DALLAS INTERNATIONAL SCH. CAFETERIA,95,5.0
26398,JAMUNA TRADING,94,6.0
26399,PIZZA PATRON,92,8.0
26400,DONALD H SHEFFIELD GR K-3,99,1.0
26401,GOJI CAFE,89,11.0
26402,MURPHY'S DELI TRIWEST,97,3.0
26403,DOLLAR GENERAL STORE,95,5.0
26404,CESAR'S TACOS,86,14.0
26405,BILLARES LA JUGADA LLC,93,7.0
26406,PIZZA PATRON #110,95,5.0
26407,F D ROOSEVELT HIGH SCHOOL,94,6.0
26408,DOLLAR TREE,87,13.0
26409,DOLLAR TREE,95,5.0
26410,CHICK-FIL-A,94,6.0
26411,HIGHLAND MART,86,14.0
26412,MCDONALDS,89,11.0
26413,GONZALEZ RESTAURANT,87,13.0
26414,CVS,99,1.0
26415,FAMILY DOLLAR,87,13.0
26416,STARBUCKS COFFEE #2935,96,4.0
26417,EATZI'S MARKET COOKLINE,96,4.0
26418,GUI,95,5.0
26419,DAMI LOREAN FUSION & SUSHI,76,24.0
26420,KROGER #528 DELI,90,10.0
26421,WALGREENS #05826,95,5.0
26422,SUSHI YAA 2,89,11.0
26423,LA ZONA ROSA CABARET,98,2.0
26424,LUBY'S CAFETERIA #196,83,17.0
26425,7-ELEVEN #12200,94,6.0
26426,SUNSET CRAB SHACK INC,80,20.0
26427,IN-N-OUT BURGER #259,96,4.0
26428,QUESA,82,18.0
26429,SNOOZE AN AM EATERY,93,7.0
26430,SAM'S CLUB BAKERY,99,1.0
26431,DALLAS FISH MARKET,94,6.0
26432,ROSIE'S CAFE AND GRILL,92,8.0
26433,FIESTA MART #210 (MEAT),93,7.0
26434,SUBWAY SANDWICHES #58284,93,7.0
26435,BENNY'S BAGELS,91,9.0
26436,JASON'S DELI,91,9.0
26437,BURGER STREET,87,13.0
26438,MARTINEZ ELEM SCHOOL,95,5.0
26439,HILTON DALLAS LINCOLN CENTRE - MAIN KITCHEN,92,8.0
26440,7-ELEVEN #12200,89,11.0
26441,7-11,94,6.0
26442,CESAR'S TACOS,80,20.0
26443,DONGBOSUNG,88,12.0
26444,T GROCERY,88,12.0
26445,NOLA BRASSERIE,90,10.0
26446,QUICK FOOD MART,80,20.0
26447,EATZI'S MARKET COOKLINE,98,2.0
26448,URBAN BREW,97,3.0
26449,DOUBLEWIDE BAR,91,9.0
26450,PIZZA HUT #034526,86,14.0
26451,FAMILY DOLLAR #1309,99,1.0
26452,JACK IN THE BOX #722,99,1.0
26453,RECORD GRILL,94,6.0
26454,CAFE NOSTRA PIZZA,91,9.0
26455,LAKEWOOD CC BAR I,97,3.0
26456,STARBUCKS,95,5.0
26457,7-ELEVEN,94,6.0
26458,POLLO CASA,92,8.0
26459,COLUMBIA FOOD MART,87,13.0
26460,STARBUCKS COFFEE #10648,92,8.0
26461,CVS PHARMACY,95,5.0
26462,KLIFF CLUB KITCHEN,80,20.0
26463,VECTA FOOD STORE,100,0.0
26464,FAMILY DOLLAR #5741,91,9.0
26465,IVY TAVERN,85,15.0
26466,KFC,90,10.0
26467,FERNANDO'S MEXICAN CUISINE,85,15.0
26468,JUS' GOOD POPPIN',91,9.0
26469,JOULE HOTE LOBBY/ BAR,100,0.0
26470,COMFORT SUITES,89,11.0
26471,CVS PHARMACY #6777,98,2.0
26472,THE TRADITION-4TH FL SOUTH WING LVL4,97,3.0
26473,RACETRAC PETROLEUM #514,98,2.0
26474,WHOLEFOODS MARKET/COFFEE BAR,95,5.0
26475,EL TACASO BACKROOM,88,12.0
26476,MCDONALDS,98,2.0
26477,CAPRI SNOW CONES II,87,13.0
26478,SUBWAY,96,4.0
26479,LOS GARCIA'S RESTAURANT,81,19.0
26480,TOM THUMB #3570 (DELI),99,1.0
26481,AUDELIA CREEK ELEMENTARY,98,2.0
26482,POPE'S FRIED CHICKEN,82,18.0
26483,EL EMPERADOR,96,4.0
26484,KENNEDY-CURRY MIDDLE SCHOOL,87,13.0
26485,FRUTERIA GUERRERO,97,3.0
26486,THE MARKET GROCERY,89,11.0
26487,LOVE'S COUNTRY STORE #294,81,19.0
26488,LA AZTECA MEAT MARKET GROCERY,91,9.0
26489,TOM THUMB #3650 GROCERY,88,12.0
26490,FONDITA LA PECOSA,82,18.0
26491,GUCKENHEIMER,97,3.0
26492,AMERICAN LEGION POST #453,89,11.0
26493,HONEY'S LUNCH BOX,85,15.0
26494,MR TACO,81,19.0
26495,WHOLE FOODS MARKET (CHEESE-WINE SPEC),99,1.0
26496,SUPER TARGET #1775 GROCERY/PRODUCE,93,7.0
26497,HOTEL ZAZA EMPLOYEE CAFETERIA,97,3.0
26498,TAQUERIA TAXCO,85,15.0
26499,ICHIRO RAMEN SHOP,80,20.0
26500,SAM'S CLUB BAKERY,97,3.0
26501,JACK IN THE BOX,96,4.0
26502,FLYING FISH,80,20.0
26503,GATORS,97,3.0
26504,J'S FOOD MART,95,5.0
26505,SMOOTHIE FACTORY,98,2.0
26506,LA MICHOACANA MEAT MARKET TAQUERIA DELI,89,11.0
26507,TACOS EL PATRON,84,16.0
26508,MCDONALDS,97,3.0
26509,SAM'S CLUB #8282 - DEMO ROOM,93,7.0
26510,THE BODEGA AT HI LINE,89,11.0
26511,WALMART #3406 / MEAT & SEAFOOD,100,0.0
26512,OAK GARDENS CHURCH OF CHRIST,90,10.0
26513,EL RIO GRANDE SUPERMERCADO #3/MEAT & SEAFOOD,80,20.0
26514,THE DRAFT HOUSE,89,11.0
26515,PALETERIA LA FABULOSA,90,10.0
26516,RESIDENCE INN KITCHEN,95,5.0
26517,TWO GUYS FROM ITALY,88,12.0
26518,OK FOOD MART,90,10.0
26519,LITTLE CAESARS PIZZA,86,14.0
26520,DOMINO'S PIZZA #6974,91,9.0
26521,SUBWAY,98,2.0
26522,PAYLESS FUEL CENTER TAQUERIA,84,16.0
26523,EAST GRAND CANTINA,96,4.0
