Year,Country,Life_Expectancy,Region,Income_Group,Alcohol,BMI,HIV_AIDS,Measles,Schooling,Healthcare_Expenditure
2002,Germany,78.4,Europe & Central Asia,High income,12.25,56.1,0.1,4657,16.3,437.1059663
2001,Germany,78.3,Europe & Central Asia,High income,12.46,55.6,0.1,6024,16.2,4057.637383
2000,Germany,78,Europe & Central Asia,High income,12.91,55.1,0.1,0,16.2,4238.540035
2014,Ghana,62.1,Sub-Saharan Africa,Lower middle income,0.01,28,0.8,124,11.7,97.67794571
2013,Ghana,61.9,Sub-Saharan Africa,Lower middle income,0.01,27.3,0.9,319,11.5,28.66897829
2012,Ghana,61.6,Sub-Saharan Africa,Lower middle income,0.01,26.7,0.9,1613,11.2,151.899429
2011,Ghana,61.2,Sub-Saharan Africa,Lower middle income,1.64,26.1,1.3,120,10.9,225.2219474
2010,Ghana,69,Sub-Saharan Africa,Lower middle income,1.69,25.5,1.9,641,10.5,195.9824626
2009,Ghana,66,Sub-Saharan Africa,Lower middle income,1.76,24.9,2.1,101,10.4,30.72290501
2008,Ghana,63,Sub-Saharan Africa,Lower middle income,1.78,24.2,2.2,82,9.8,161.0106435
2007,Ghana,59.9,Sub-Saharan Africa,Lower middle income,1.25,23.6,2.6,6,9.1,3.181373629
2006,Ghana,59.4,Sub-Saharan Africa,Lower middle income,1.7,23,2.9,420,8.7,129.0263364
2005,Ghana,58.9,Sub-Saharan Africa,Lower middle income,1.5,22.4,3.1,435,8.1,78.71123825
2001,Ghana,57.4,Sub-Saharan Africa,Lower middle income,1.49,2.1,3.5,13476,8,25.55981288
2003,Ghana,57.9,Sub-Saharan Africa,Lower middle income,1.53,21.2,3.4,1939,7.9,31.09435342
2004,Ghana,58.3,Sub-Saharan Africa,Lower middle income,1.46,21.8,3.2,60,7.7,53.23775977
2000,Ghana,57.2,Sub-Saharan Africa,Lower middle income,1.6,19.5,3.6,23068,7.7,20.65432873
2002,Ghana,57.6,Sub-Saharan Africa,Lower middle income,1.6,2.7,3.5,12289,7.6,3.336437969
2014,Greece,88,Europe & Central Asia,High income,7.53,66,0.1,1,17.2,2163.043414
2013,Greece,86,Europe & Central Asia,High income,7.46,65.4,0.1,3,17.1,2183.106986
2012,Greece,84,Europe & Central Asia,High income,8.2,64.9,0.1,3,16.8,2528.992935
2011,Greece,85,Europe & Central Asia,High income,8.02,64.3,0.1,40,16.7,3192.887363
2010,Greece,83,Europe & Central Asia,High income,9,63.7,0.1,149,16.4,3189.754439
2007,Greece,79.4,Europe & Central Asia,High income,9.67,61.8,0.1,2,16.4,3632.243121
2006,Greece,79.7,Europe & Central Asia,High income,9.42,61.2,0.1,0,16.3,318.5806628
2009,Greece,80,Europe & Central Asia,High income,9.08,63.1,0.1,2,16.2,372.6854142
2008,Greece,79.9,Europe & Central Asia,High income,9.51,62.4,0.1,1,15.9,3682.88717
2005,Greece,79.3,Europe & Central Asia,High income,9.95,6.5,0.1,122,15.6,2785.139364
2004,Greece,79.2,Europe & Central Asia,High income,9.56,59.9,0.1,1,15.3,287.6124519
2003,Greece,79.1,Europe & Central Asia,High income,9.46,59.2,0.1,0,15.2,2124.921517
2002,Greece,79,Europe & Central Asia,High income,8.09,58.6,0.1,5,14.6,160.8897265
2001,Greece,78.7,Europe & Central Asia,High income,8.62,58,0.1,12,14.2,1403.022211
2000,Greece,78.2,Europe & Central Asia,High income,8.48,57.4,0.1,56,13.9,122.1823517
2011,Grenada,72.9,Latin America & Caribbean,Upper middle income,7.84,44.7,0.1,0,15.8,11.56715633
2010,Grenada,72.6,Latin America & Caribbean,Upper middle income,7.91,43.9,0.1,0,15.8,145.8401998
2012,Grenada,73.1,Latin America & Caribbean,Upper middle income,8.07,45.6,0.1,0,15.8,865.9999782
2013,Grenada,73.3,Latin America & Caribbean,Upper middle income,8.25,46.5,0.1,0,15.8,780.4459281
2014,Grenada,73.5,Latin America & Caribbean,Upper middle income,8.42,47.4,0.1,0,15.8,789.2764615
2009,Grenada,72.4,Latin America & Caribbean,Upper middle income,8.42,43.1,0.1,0,15.6,146.4384488
2008,Grenada,72.1,Latin America & Caribbean,Upper middle income,8.92,42.4,0.1,0,15.4,754.9597129
2007,Grenada,71.9,Latin America & Caribbean,Upper middle income,9.06,41.8,0.1,0,15.3,95.19375921
2006,Grenada,71.7,Latin America & Caribbean,Upper middle income,9.06,41.1,0.1,0,15.1,662.2663687
2005,Grenada,71.5,Latin America & Caribbean,Upper middle income,8.8,4.5,0.1,0,14.9,119.5548694
2004,Grenada,73,Latin America & Caribbean,Upper middle income,8.43,39.9,0.1,0,14.8,100.965873
2003,Grenada,71.1,Latin America & Caribbean,Upper middle income,9.75,39.4,0.1,0,14.6,77.9454329
2002,Grenada,79,Latin America & Caribbean,Upper middle income,10.71,38.8,0.1,0,14.4,513.3465408
2001,Grenada,77,Latin America & Caribbean,Upper middle income,9.61,38.2,0.1,0,14.3,81.11355954
2000,Grenada,74,Latin America & Caribbean,Upper middle income,9.4,37.7,0.1,0,14.1,676.5453878
2014,Guatemala,71.7,Latin America & Caribbean,Upper middle income,1.88,49.9,0.4,0,10.7,657.5282797
2013,Guatemala,71.4,Latin America & Caribbean,Upper middle income,1.93,49.3,0.4,0,10.7,582.1469583
2012,Guatemala,71.3,Latin America & Caribbean,Upper middle income,2.02,48.6,0.4,0,10.6,484.7187892
2010,Guatemala,77,Latin America & Caribbean,Upper middle income,2.14,47.2,0.4,0,10.5,443.3248254
2011,Guatemala,71.1,Latin America & Caribbean,Upper middle income,2.16,47.9,0.4,0,10.5,457.7745845
2009,Guatemala,76,Latin America & Caribbean,Upper middle income,2.14,46.5,0.4,0,10.4,445.4423371
2008,Guatemala,79,Latin America & Caribbean,Upper middle income,2.21,45.9,0.4,0,10.4,472.2234994
2007,Guatemala,75,Latin America & Caribbean,Upper middle income,2.4,45.2,0.4,0,10.1,380.9632429
2006,Guatemala,69.7,Latin America & Caribbean,Upper middle income,2.38,44.5,0.4,0,9.8,352.0244894
2005,Guatemala,69.2,Latin America & Caribbean,Upper middle income,2.35,43.8,0.4,0,9.6,41.50845637
2004,Guatemala,69.6,Latin America & Caribbean,Upper middle income,2.4,43.1,0.4,0,9.3,288.4016258
2003,Guatemala,69.4,Latin America & Caribbean,Upper middle income,2.45,42.4,0.4,0,9,249.3262948
2002,Guatemala,69.3,Latin America & Caribbean,Upper middle income,2.41,41.7,0.3,0,8.8,25.25040918
2001,Guatemala,68.4,Latin America & Caribbean,Upper middle income,2.53,41.1,0.3,0,8.5,225.0619956
2000,Guatemala,67.7,Latin America & Caribbean,Upper middle income,2.63,4.4,0.2,0,8.2,238.7369808
2014,Guinea,58.1,Sub-Saharan Africa,Low income,0.01,22.7,0.5,175,8.6,50.57976483
2013,Guinea,58.8,Sub-Saharan Africa,Low income,0.01,22.2,1,53,8.5,5.140668848
2012,Guinea,58.4,Sub-Saharan Africa,Low income,0.01,21.7,1.9,6,8.5,4.344930862
2011,Guinea,58.1,Sub-Saharan Africa,Low income,0.22,21.2,2,11,8.4,42.2547904
2010,Guinea,57.8,Sub-Saharan Africa,Low income,0.2,2.8,2.2,45,8.3,29.74734049
2009,Guinea,57.3,Sub-Saharan Africa,Low income,0.18,2.3,2.3,264,8.1,24.84763562
2008,Guinea,56.8,Sub-Saharan Africa,Low income,0.21,19.8,2.3,89,7.9,19.68510257
2007,Guinea,56.4,Sub-Saharan Africa,Low income,0.19,19.4,2.4,3,7.6,1.399626733
2006,Guinea,55.6,Sub-Saharan Africa,Low income,0.16,19,2.6,4,7.1,10.3839337
2005,Guinea,54.7,Sub-Saharan Africa,Low income,0.21,18.5,2.7,99,6.6,1.099665984
2003,Guinea,53.3,Sub-Saharan Africa,Low income,0.18,17.7,2.9,2497,5.9,2.39524067
2002,Guinea,52.9,Sub-Saharan Africa,Low income,0.21,17.3,3,2151,5.5,21.3378184
2001,Guinea,52.5,Sub-Saharan Africa,Low income,0.17,16.9,3,7408,5.1,19.89790929
2004,Guinea,54,Sub-Saharan Africa,Low income,0.34,18.1,2.8,10,5.1,18.93011259
2000,Guinea,52.5,Sub-Saharan Africa,Low income,0.17,16.6,3,11294,4.8,2.215986136
2014,Guinea-Bissau,58.4,Sub-Saharan Africa,Low income,0.01,25.6,3.4,1,9.2,50.06053544
2013,Guinea-Bissau,58.1,Sub-Saharan Africa,Low income,0.01,25,4.5,0,9.1,8.20063742
2012,Guinea-Bissau,57.6,Sub-Saharan Africa,Low income,0.01,24.3,5.3,0,9.1,0.948526366
2011,Guinea-Bissau,57.1,Sub-Saharan Africa,Low income,3.57,23.7,5.7,0,9,40.45367358
2009,Guinea-Bissau,56.3,Sub-Saharan Africa,Low income,2.55,22.5,6,0,8.9,47.12969266
2010,Guinea-Bissau,56.7,Sub-Saharan Africa,Low income,3.21,23.1,5.9,26,8.9,53.30782696
2008,Guinea-Bissau,55.6,Sub-Saharan Africa,Low income,2.64,21.9,6,12,8.8,28.30191127
2007,Guinea-Bissau,55,Sub-Saharan Africa,Low income,2.98,21.3,5.7,1,8.8,31.06932595
2006,Guinea-Bissau,54.4,Sub-Saharan Africa,Low income,3.22,2.7,5.6,0,8.3,21.53374936
2005,Guinea-Bissau,53.9,Sub-Saharan Africa,Low income,3.1,2.1,5.4,0,8,22.09757984
2004,Guinea-Bissau,53.5,Sub-Saharan Africa,Low income,2.58,19.6,5,3526,7.7,13.52999556
2003,Guinea-Bissau,53,Sub-Saharan Africa,Low income,2.16,19,4.6,1158,7.4,2.527115422
2002,Guinea-Bissau,52.8,Sub-Saharan Africa,Low income,2.47,18.5,4.1,298,7.1,24.65761755
2001,Guinea-Bissau,52.5,Sub-Saharan Africa,Low income,2.55,17.9,3.6,126,6.7,0.868708478
2000,Guinea-Bissau,52.1,Sub-Saharan Africa,Low income,2.84,17.4,3.1,0,6.4,6.699418747
2006,Guyana,65.2,Latin America & Caribbean,Upper middle income,7.04,39.6,1.1,0,11.7,170.6325842
2005,Guyana,65,Latin America & Caribbean,Upper middle income,7.35,39,1.8,0,11.4,17.46405901
2007,Guyana,65.7,Latin America & Caribbean,Upper middle income,7.2,4.3,1.9,0,11.2,362.8702271
2004,Guyana,65.1,Latin America & Caribbean,Upper middle income,7.84,38.4,1.9,0,11.2,1.776181042
2003,Guyana,65.3,Latin America & Caribbean,Upper middle income,7.93,37.8,2.1,0,11.1,16.47949015
2002,Guyana,65.3,Latin America & Caribbean,Upper middle income,7.73,37.1,2.3,0,11,10.9363388
2000,Guyana,65.4,Latin America & Caribbean,Upper middle income,6.63,35.7,1.1,0,10.9,16.75480888
2001,Guyana,65.4,Latin America & Caribbean,Upper middle income,6.71,36.4,1.7,0,10.9,15.54978677
2008,Guyana,66.3,Latin America & Caribbean,Upper middle income,7.32,4.9,0.8,0,10.7,493.3279293
2012,Guyana,65.8,Latin America & Caribbean,Upper middle income,7.57,44.1,0.3,0,10.6,497.4719464
2009,Guyana,66.1,Latin America & Caribbean,Upper middle income,7.49,41.6,0.3,0,10.5,466.6693698
2013,Guyana,65.9,Latin America & Caribbean,Upper middle income,7.56,45,0.3,0,10.3,345.9044258
2011,Guyana,65.6,Latin America & Caribbean,Upper middle income,7.56,43.2,0.4,0,10.3,536.2332523
2014,Guyana,66,Latin America & Caribbean,Upper middle income,7.64,45.9,0.3,0,10.3,4.141293345
2010,Guyana,65.9,Latin America & Caribbean,Upper middle income,7.52,42.4,0.4,0,10.2,48.02859441
2014,Haiti,63.1,Latin America & Caribbean,Low income,0.01,48.8,0.5,0,9.1,5.103249438
2013,Haiti,62.7,Latin America & Caribbean,Low income,5.68,47.7,0.5,0,9.1,4.989712322
2012,Haiti,62.3,Latin America & Caribbean,Low income,5.68,46.5,0.8,0,8.9,26.37942542
2011,Haiti,62.3,Latin America & Caribbean,Low income,5.68,45.3,1.5,0,8.7,4.106484317
2010,Haiti,36.3,Latin America & Caribbean,Low income,5.76,44.2,1.9,0,8.6,36.2929176
2009,Haiti,62.5,Latin America & Caribbean,Low income,5.85,43,2,0,8.5,41.30079452
2008,Haiti,62.1,Latin America & Caribbean,Low income,5.95,41.8,2.4,0,8.4,63.83195683
2007,Haiti,61.8,Latin America & Caribbean,Low income,6.08,4.7,2.7,0,8.4,56.77858733
2006,Haiti,61.1,Latin America & Caribbean,Low income,6.18,39.6,3.3,0,8.3,6.995556386
2005,Haiti,65,Latin America & Caribbean,Low income,5.57,38.5,3.9,0,8.2,38.10904264
2004,Haiti,58.7,Latin America & Caribbean,Low income,6.1,37.5,4.3,0,8.1,64.39853344
2003,Haiti,59.7,Latin America & Caribbean,Low income,6.64,36.5,4.6,0,8.1,44.25687135
2002,Haiti,59.3,Latin America & Caribbean,Low income,6.1,35.6,4.8,0,8,50.28558223
2001,Haiti,58.9,Latin America & Caribbean,Low income,6.22,34.8,5,159,7.9,60.77815868
2000,Haiti,58.6,Latin America & Caribbean,Low income,4.79,34,5.1,992,7.8,74.46033036
2011,Honduras,73.9,Latin America & Caribbean,Lower middle income,3.1,47.6,0.4,0,11.7,32.16407994
2013,Honduras,74.3,Latin America & Caribbean,Lower middle income,3.11,49.3,0.4,0,11.6,311.7553193
2012,Honduras,74.1,Latin America & Caribbean,Lower middle income,3.11,48.4,0.4,0,11.6,363.5721644
2010,Honduras,73.6,Latin America & Caribbean,Lower middle income,3.1,46.8,0.4,0,11.5,302.1057507
2014,Honduras,74.5,Latin America & Caribbean,Lower middle income,2.87,5.2,0.3,0,11.4,345.3776344
2009,Honduras,73.4,Latin America & Caribbean,Lower middle income,3.08,45.9,0.5,0,11.3,286.1211446
2008,Honduras,73.2,Latin America & Caribbean,Lower middle income,3.14,45.1,0.6,0,11.1,231.9112915
2007,Honduras,73,Latin America & Caribbean,Lower middle income,3.16,44.3,0.7,0,10.9,222.4823338
2006,Honduras,72.8,Latin America & Caribbean,Lower middle income,3.23,43.5,0.8,0,10.8,192.9297829
2005,Honduras,72.5,Latin America & Caribbean,Lower middle income,3.23,42.8,0.9,0,10.6,203.7134882
2004,Honduras,72.2,Latin America & Caribbean,Lower middle income,3.02,42,1.2,0,10.4,188.2499208
2003,Honduras,71.9,Latin America & Caribbean,Lower middle income,3.04,41.2,1.4,0,10.3,194.4335736
2002,Honduras,71.6,Latin America & Caribbean,Lower middle income,3.09,4.4,1.5,0,10.1,154.8636161
2001,Honduras,71.3,Latin America & Caribbean,Lower middle income,2.74,39.6,1.6,0,9.9,15.36175284
2000,Honduras,71,Latin America & Caribbean,Lower middle income,2.61,38.8,1.7,0,9.8,28.80831098
2014,Hungary,75.6,Europe & Central Asia,High income,0.01,64.2,0.1,0,15.8,160.9449342
2013,Hungary,75.5,Europe & Central Asia,High income,10.88,63.6,0.1,1,15.4,155.1952076
2012,Hungary,75,Europe & Central Asia,High income,11.27,63,0.1,2,15.4,164.2793407
2011,Hungary,74.8,Europe & Central Asia,High income,11.51,62.4,0.1,5,15.4,17.82121883
2010,Hungary,74.5,Europe & Central Asia,High income,10.78,61.7,0.1,0,15.3,19.22023996
2009,Hungary,74.2,Europe & Central Asia,High income,11.46,61.1,0.1,1,15.3,1281.155944
2008,Hungary,74.1,Europe & Central Asia,High income,11.64,6.5,0.1,0,15.3,181.7634078
2007,Hungary,73.5,Europe & Central Asia,High income,12.55,59.9,0.1,0,15.3,163.3433278
2004,Hungary,72.9,Europe & Central Asia,High income,13.28,58.2,0.1,0,15.3,146.8608016
2006,Hungary,73.4,Europe & Central Asia,High income,13.16,59.3,0.1,1,15.2,1299.459306
2005,Hungary,72.9,Europe & Central Asia,High income,12.94,58.8,0.1,2,15,1317.08348
2003,Hungary,72.5,Europe & Central Asia,High income,13.24,57.6,0.1,0,14.9,1030.220271
2002,Hungary,72.5,Europe & Central Asia,High income,13.29,57.1,0.1,0,14.6,8.98619805
2001,Hungary,72.3,Europe & Central Asia,High income,13.18,56.6,0.1,20,14.2,7.601092416
2000,Hungary,71.7,Europe & Central Asia,High income,12.22,56.1,0.1,1,13.9,75.36251406
2013,Iceland,82.4,Europe & Central Asia,High income,7.31,6.2,0.1,0,19,764.5440691
2014,Iceland,82.5,Europe & Central Asia,High income,7.45,6.6,0.1,0,19,8254.020763
2012,Iceland,82.5,Europe & Central Asia,High income,7.81,59.7,0.1,0,18.7,6818.546407
2011,Iceland,82.1,Europe & Central Asia,High income,8.13,59.3,0.1,0,18.6,7.0480925
2010,Iceland,81.8,Europe & Central Asia,High income,8.25,58.9,0.1,0,18.4,6005.575763
2009,Iceland,81.6,Europe & Central Asia,High income,10.22,58.5,0.1,0,18.4,687.5776358
2004,Iceland,88,Europe & Central Asia,High income,6.79,56.5,0.1,0,18.3,8506.101443
2007,Iceland,81.3,Europe & Central Asia,High income,7.53,57.8,0.1,0,18.2,12042.97366
2008,Iceland,81.4,Europe & Central Asia,High income,8.49,58.1,0.1,0,18.2,7613.814999
2006,Iceland,81.1,Europe & Central Asia,High income,7.2,57.4,0.1,0,18.1,1003.139804
2005,Iceland,81,Europe & Central Asia,High income,7.05,56.9,0.1,0,17.9,10631.20379
2003,Iceland,87,Europe & Central Asia,High income,6.61,55.9,0.1,0,17.6,725.4853161
2002,Iceland,84,Europe & Central Asia,High income,6.61,55.4,0.1,0,17.2,5948.096777
2001,Iceland,80,Europe & Central Asia,High income,6.37,54.8,0.1,0,17.1,5048.274426
2000,Iceland,79.7,Europe & Central Asia,High income,6.17,54.2,0.1,0,16.8,5809.12199
2014,India,68,South Asia,Lower middle income,3.07,18.1,0.2,79563,11.6,86.52153895
2013,India,67.6,South Asia,Lower middle income,3.11,17.5,0.2,13822,11.5,67.67230438
2012,India,67.3,South Asia,Lower middle income,3.1,17,0.2,18668,11.3,64.96964491
2011,India,66.8,South Asia,Lower middle income,3,16.4,0.2,33634,10.8,64.6059005
2009,India,66,South Asia,Lower middle income,2.5,15.4,0.2,56188,10.5,0.844186331
2010,India,66.4,South Asia,Lower middle income,2.77,15.9,0.2,31458,10.4,57.73359864
2008,India,65.5,South Asia,Lower middle income,1.93,14.9,0.3,44258,10.2,43.03043312
2007,India,65.2,South Asia,Lower middle income,1.59,14.4,0.3,41144,9.9,5.234770324
2006,India,64.8,South Asia,Lower middle income,1.37,13.9,0.3,64185,9.7,34.85942671
2005,India,64.4,South Asia,Lower middle income,1.27,13.5,0.3,36711,9.4,3.5096369
2004,India,64,South Asia,Lower middle income,1.2,13,0.3,55443,9.2,27.33800857
2003,India,63.7,South Asia,Lower middle income,1.19,12.6,0.3,47147,8.6,19.4808682
2002,India,63.3,South Asia,Lower middle income,1.1,12.2,0.3,40044,8.4,17.81205644
2000,India,62.5,South Asia,Lower middle income,0.93,11.4,0.3,38835,8.3,19.26615743
2001,India,62.9,South Asia,Lower middle income,1,11.8,0.3,51780,8.3,19.00340606
2014,Indonesia,68.9,East Asia & Pacific,Upper middle income,0.09,26.5,0.3,12943,12.9,200.0684443
2013,Indonesia,68.7,East Asia & Pacific,Upper middle income,0.09,25.6,0.3,8419,12.9,22.8478308
2012,Indonesia,68.5,East Asia & Pacific,Upper middle income,0.08,24.7,0.3,15489,12.6,254.4688257
2011,Indonesia,68.3,East Asia & Pacific,Upper middle income,0.08,23.8,0.3,21893,12.3,211.8783404
2010,Indonesia,68.1,East Asia & Pacific,Upper middle income,0.08,22.9,0.3,18869,12.1,190.5453646
2008,Indonesia,67.7,East Asia & Pacific,Upper middle income,0.07,21.3,0.2,15369,11.7,10.26341108
2009,Indonesia,67.9,East Asia & Pacific,Upper middle income,0.08,22.1,0.3,20818,11.7,125.7980678
2005,Indonesia,67.2,East Asia & Pacific,Upper middle income,0.06,19,0.1,15853,11.1,5.381782562
2007,Indonesia,67.5,East Asia & Pacific,Upper middle income,0.06,2.5,0.2,19456,11,102.633435
2004,Indonesia,65.3,East Asia & Pacific,Upper middle income,0.06,18.2,0.1,29171,11,55.36107207
2006,Indonesia,67.3,East Asia & Pacific,Upper middle income,0.06,19.7,0.1,20422,10.9,72.0159316
2003,Indonesia,66.9,East Asia & Pacific,Upper middle income,0.05,17.5,0.1,24457,10.8,8.460155758
2000,Indonesia,66.3,East Asia & Pacific,Upper middle income,0.06,15.4,0.1,3344,10.7,3.43334364
2002,Indonesia,66.7,East Asia & Pacific,Upper middle income,0.05,16.7,0.1,14492,10.6,43.17867291
2001,Indonesia,66.5,East Asia & Pacific,Upper middle income,0.06,16,0.1,3825,10.6,33.95837125
2013,Iran,75.3,Middle East & North Africa,Upper middle income,0.01,57.2,0.1,189,15,0
2014,Iran,75.4,Middle East & North Africa,Upper middle income,0.01,58.5,0.1,99,14.9,0
2012,Iran,75.1,Middle East & North Africa,Upper middle income,0.01,56,0.1,332,13.6,0
2011,Iran,74.7,Middle East & North Africa,Upper middle income,0.03,54.8,0.1,73,13.1,0
2010,Iran,74.1,Middle East & North Africa,Upper middle income,0.03,53.6,0.1,538,12.9,0
2009,Iran,73.3,Middle East & North Africa,Upper middle income,0.03,52.5,0.1,262,12.8,0
2008,Iran,72.7,Middle East & North Africa,Upper middle income,0.02,51.4,0.1,127,12.1,0
2002,Iran,71.2,Middle East & North Africa,Upper middle income,0.01,46.2,0.1,9554,11.9,0
2004,Iran,71.8,Middle East & North Africa,Upper middle income,0.01,47.6,0.1,3,11.8,0
2003,Iran,75,Middle East & North Africa,Upper middle income,0.01,46.9,0.1,11644,11.8,0
2007,Iran,72.4,Middle East & North Africa,Upper middle income,0.02,5.4,0.1,133,11.8,0
2001,Iran,78,Middle East & North Africa,Upper middle income,0.01,45.5,0.1,9582,11.6,0
2000,Iran,73,Middle East & North Africa,Upper middle income,0.01,44.9,0.1,11874,11.6,0
2005,Iran,72,Middle East & North Africa,Upper middle income,0.01,48.5,0.1,7,11.4,0
2006,Iran,72.2,Middle East & North Africa,Upper middle income,0.02,49.4,0.1,220,11.4,0
2012,Iraq,76,Middle East & North Africa,Upper middle income,0.01,57.2,0.1,15,10.5,429.6625083
2011,Iraq,77,Middle East & North Africa,Upper middle income,0.17,56.5,0.1,15,10.4,285.119726
2010,Iraq,76,Middle East & North Africa,Upper middle income,0.19,55.8,0.1,492,10.4,21.82252494
2013,Iraq,69.5,Middle East & North Africa,Upper middle income,0.01,57.8,0.1,669,10.3,447.3695001
2008,Iraq,69.3,Middle East & North Africa,Upper middle income,0.17,54.5,0.1,5494,10.3,192.1562998
2009,Iraq,74,Middle East & North Africa,Upper middle income,0.2,55.2,0.1,30328,10.3,185.6366983
2006,Iraq,64.7,Middle East & North Africa,Upper middle income,0.03,53.2,0.1,474,10.2,75.25799773
2007,Iraq,65.9,Middle East & North Africa,Upper middle income,0.14,53.8,0.1,230,10.2,146.7606488
2014,Iraq,67.9,Middle East & North Africa,Upper middle income,0.01,58.5,0.1,1317,10.1,43.5240801
2005,Iraq,66.8,Middle East & North Africa,Upper middle income,0.18,52.5,0.1,908,10.1,59.18845152
2004,Iraq,67.2,Middle East & North Africa,Upper middle income,0.32,51.9,0.1,9081,9.8,44.12059646
2003,Iraq,66.5,Middle East & North Africa,Upper middle income,0.07,51.3,0.1,0,9.4,0
2002,Iraq,74,Middle East & North Africa,Upper middle income,0.15,5.6,0.1,0,9.1,0
2001,Iraq,72,Middle East & North Africa,Upper middle income,0.17,5.1,0.1,4088,8.7,0
2000,Iraq,70,Middle East & North Africa,Upper middle income,0.2,49.5,0.1,726,8.6,0
2013,Ireland,81,Europe & Central Asia,High income,10.49,61.3,0.1,51,18.6,703.5527332
2014,Ireland,81.2,Europe & Central Asia,High income,10.75,62.1,0.1,33,18.6,746.3670453
2012,Ireland,85,Europe & Central Asia,High income,11.49,6.5,0.1,107,18.5,6616.695125
2011,Ireland,84,Europe & Central Asia,High income,11.72,59.7,0.1,285,18.5,6386.95437
